Date/Time,zone,counts,borough
2014-06-16,Inwood,10,Manhattan
2014-06-16,Inwood Hill Park,3,Manhattan
2014-06-16,JFK Airport,556,Queens
2014-06-16,Jackson Heights,17,Queens
2014-06-16,Jamaica,7,Queens
2014-06-16,Jamaica Estates,2,Queens
2014-06-16,Kensington,6,Brooklyn
2014-06-16,Kew Gardens,1,Queens
2014-06-16,Kew Gardens Hills,5,Queens
2014-06-16,Kingsbridge Heights,4,Bronx
2014-06-16,Kips Bay,135,Manhattan
2014-06-16,LaGuardia Airport,646,Queens
2014-06-16,Laurelton,2,Queens
2014-06-16,Lenox Hill East,148,Manhattan
2014-06-16,Lenox Hill West,265,Manhattan
2014-06-16,Lincoln Square East,271,Manhattan
2014-06-16,Lincoln Square West,166,Manhattan
2014-06-16,Little Italy/NoLiTa,361,Manhattan
2014-06-16,Long Island City/Hunters Point,70,Queens
2014-06-16,Long Island City/Queens Plaza,10,Queens
2014-06-16,Longwood,2,Bronx
2014-06-16,Lower East Side,230,Manhattan
2014-06-16,Madison,4,Brooklyn
2014-06-16,Manhattan Beach,2,Brooklyn
2014-06-16,Manhattan Valley,65,Manhattan
2014-06-16,Manhattanville,10,Manhattan
2014-06-16,Marble Hill,1,Manhattan
2014-06-16,Marine Park/Mill Basin,4,Brooklyn
2014-06-16,Maspeth,11,Queens
2014-06-16,Meatpacking/West Village West,376,Manhattan
2014-06-16,Melrose South,5,Bronx
2014-06-16,Middle Village,4,Queens
2014-06-16,Midtown Center,897,Manhattan
2014-06-16,Midtown East,480,Manhattan
2014-06-16,Midtown North,484,Manhattan
2014-06-16,Midtown South,406,Manhattan
2014-06-16,Midwood,8,Brooklyn
2014-06-16,Morningside Heights,32,Manhattan
2014-06-16,Mott Haven/Port Morris,10,Bronx
2014-06-16,Murray Hill,394,Manhattan
2014-06-16,Murray Hill-Queens,2,Queens
2014-06-16,Newark Airport,266,EWR
2014-06-16,North Corona,2,Queens
2014-06-16,Norwood,2,Bronx
2014-06-16,Oakland Gardens,2,Queens
2014-06-16,Ocean Hill,6,Brooklyn
2014-06-16,Ocean Parkway South,5,Brooklyn
2014-06-16,Old Astoria,7,Queens
2014-06-16,Park Slope,151,Brooklyn
2014-06-16,Parkchester,1,Bronx
2014-06-16,Pelham Parkway,3,Bronx
2014-06-16,Penn Station/Madison Sq West,283,Manhattan
2014-06-16,Prospect Heights,57,Brooklyn
2014-06-16,Prospect Park,5,Brooklyn
2014-06-16,Prospect-Lefferts Gardens,27,Brooklyn
2014-06-16,Queens Village,2,Queens
2014-06-16,Queensboro Hill,1,Queens
2014-06-16,Queensbridge/Ravenswood,1,Queens
2014-06-16,Red Hook,32,Brooklyn
2014-06-16,Rego Park,5,Queens
2014-06-16,Richmond Hill,6,Queens
2014-06-16,Ridgewood,10,Queens
2014-06-16,Riverdale/North Riverdale/Fieldston,2,Bronx
2014-06-16,Rockaway Park,1,Queens
2014-06-16,Roosevelt Island,3,Manhattan
2014-06-16,Rosedale,2,Queens
2014-06-16,Saint George/New Brighton,1,Staten Island
2014-06-16,Saint Michaels Cemetery/Woodside,1,Queens
2014-06-16,Seaport,63,Manhattan
2014-06-16,Sheepshead Bay,2,Brooklyn
2014-06-16,SoHo,365,Manhattan
2014-06-16,Soundview/Bruckner,1,Bronx
2014-06-16,Soundview/Castle Hill,1,Bronx
2014-06-16,South Ozone Park,4,Queens
2014-06-16,South Williamsburg,4,Brooklyn
2014-06-16,Springfield Gardens North,1,Queens
2014-06-16,Springfield Gardens South,1,Queens
2014-06-16,Spuyten Duyvil/Kingsbridge,13,Bronx
2014-06-16,Stapleton,3,Staten Island
2014-06-16,Steinway,22,Queens
2014-06-16,Stuy Town/Peter Cooper Village,96,Manhattan
2014-06-16,Stuyvesant Heights,23,Brooklyn
2014-06-16,Sunnyside,32,Queens
2014-06-16,Sunset Park East,6,Brooklyn
2014-06-16,Sunset Park West,25,Brooklyn
2014-06-16,Sutton Place/Turtle Bay North,202,Manhattan
2014-06-16,Times Sq/Theatre District,442,Manhattan
2014-06-16,TriBeCa/Civic Center,522,Manhattan
2014-06-16,Two Bridges/Seward Park,80,Manhattan
2014-06-16,UN/Turtle Bay South,189,Manhattan
2014-06-16,Union Sq,557,Manhattan
2014-06-16,Upper East Side North,323,Manhattan
2014-06-16,Upper East Side South,437,Manhattan
2014-06-16,Upper West Side North,175,Manhattan
2014-06-16,Upper West Side South,242,Manhattan
2014-06-16,Van Cortlandt Park,1,Bronx
2014-06-16,Van Cortlandt Village,3,Bronx
2014-06-16,Van Nest/Morris Park,3,Bronx
2014-06-16,Washington Heights North,11,Manhattan
2014-06-16,Washington Heights South,39,Manhattan
2014-06-16,West Chelsea/Hudson Yards,284,Manhattan
2014-06-16,West Concourse,6,Bronx
2014-06-16,West Farms/Bronx River,1,Bronx
2014-06-16,West Village,365,Manhattan
2014-06-16,Westchester Village/Unionport,4,Bronx
2014-06-16,Westerleigh,1,Staten Island
2014-06-16,Whitestone,3,Queens
2014-06-16,Williamsburg (North Side),189,Brooklyn
2014-06-16,Williamsburg (South Side),123,Brooklyn
2014-06-16,Windsor Terrace,23,Brooklyn
2014-06-16,Woodhaven,5,Queens
2014-06-16,Woodlawn/Wakefield,2,Bronx
2014-06-16,Woodside,12,Queens
2014-06-16,World Trade Center,98,Manhattan
2014-06-16,Yorkville East,157,Manhattan
2014-06-16,Yorkville West,146,Manhattan
2014-06-17,Allerton/Pelham Gardens,1,Bronx
2014-06-17,Alphabet City,113,Manhattan
2014-06-17,Astoria,41,Queens
2014-06-17,Baisley Park,7,Queens
2014-06-17,Bath Beach,3,Brooklyn
2014-06-17,Battery Park,6,Manhattan
2014-06-17,Battery Park City,181,Manhattan
2014-06-17,Bay Ridge,12,Brooklyn
2014-06-17,Bay Terrace/Fort Totten,1,Queens
2014-06-17,Bayside,5,Queens
2014-06-17,Bedford,80,Brooklyn
2014-06-17,Bedford Park,1,Bronx
2014-06-17,Bellerose,1,Queens
2014-06-17,Belmont,4,Bronx
2014-06-17,Bensonhurst East,2,Brooklyn
2014-06-17,Bensonhurst West,8,Brooklyn
2014-06-17,Bloomingdale,21,Manhattan
2014-06-17,Boerum Hill,75,Brooklyn
2014-06-17,Borough Park,8,Brooklyn
2014-06-17,Briarwood/Jamaica Hills,5,Queens
2014-06-17,Brighton Beach,2,Brooklyn
2014-06-17,Bronx Park,2,Bronx
2014-06-17,Brooklyn Heights,94,Brooklyn
2014-06-17,Brooklyn Navy Yard,14,Brooklyn
2014-06-17,Brownsville,2,Brooklyn
2014-06-17,Bushwick North,45,Brooklyn
2014-06-17,Bushwick South,66,Brooklyn
2014-06-17,Cambria Heights,1,Queens
2014-06-17,Canarsie,4,Brooklyn
2014-06-17,Carroll Gardens,63,Brooklyn
2014-06-17,Central Harlem,81,Manhattan
2014-06-17,Central Harlem North,39,Manhattan
2014-06-17,Central Park,136,Manhattan
2014-06-17,Chinatown,55,Manhattan
2014-06-17,Claremont/Bathgate,1,Bronx
2014-06-17,Clinton East,356,Manhattan
2014-06-17,Clinton Hill,84,Brooklyn
2014-06-17,Clinton West,210,Manhattan
2014-06-17,Co-Op City,2,Bronx
2014-06-17,Cobble Hill,29,Brooklyn
2014-06-17,College Point,2,Queens
2014-06-17,Columbia Street,24,Brooklyn
2014-06-17,Coney Island,7,Brooklyn
2014-06-17,Corona,4,Queens
2014-06-17,Crotona Park East,1,Bronx
2014-06-17,Crown Heights North,65,Brooklyn
2014-06-17,Crown Heights South,14,Brooklyn
2014-06-17,DUMBO/Vinegar Hill,96,Brooklyn
2014-06-17,Douglaston,4,Queens
2014-06-17,Downtown Brooklyn/MetroTech,69,Brooklyn
2014-06-17,Dyker Heights,5,Brooklyn
2014-06-17,East Chelsea,530,Manhattan
2014-06-17,East Concourse/Concourse Village,1,Bronx
2014-06-17,East Elmhurst,13,Queens
2014-06-17,East Flatbush/Farragut,3,Brooklyn
2014-06-17,East Flatbush/Remsen Village,8,Brooklyn
2014-06-17,East Flushing,1,Queens
2014-06-17,East Harlem North,34,Manhattan
2014-06-17,East Harlem South,54,Manhattan
2014-06-17,East New York,7,Brooklyn
2014-06-17,East Tremont,2,Bronx
2014-06-17,East Village,459,Manhattan
2014-06-17,East Williamsburg,87,Brooklyn
2014-06-17,Eastchester,1,Bronx
2014-06-17,Elmhurst,7,Queens
2014-06-17,Elmhurst/Maspeth,5,Queens
2014-06-17,Erasmus,3,Brooklyn
2014-06-17,Financial District North,286,Manhattan
2014-06-17,Financial District South,114,Manhattan
2014-06-17,Flatbush/Ditmas Park,14,Brooklyn
2014-06-17,Flatiron,374,Manhattan
2014-06-17,Flatlands,10,Brooklyn
2014-06-17,Flushing,9,Queens
2014-06-17,Flushing Meadows-Corona Park,1,Queens
2014-06-17,Fordham South,1,Bronx
2014-06-17,Forest Hills,15,Queens
2014-06-17,Forest Park/Highland Park,1,Queens
2014-06-17,Fort Greene,72,Brooklyn
2014-06-17,Fresh Meadows,4,Queens
2014-06-17,Garment District,334,Manhattan
2014-06-17,Glen Oaks,1,Queens
2014-06-17,Glendale,1,Queens
2014-06-17,Gowanus,34,Brooklyn
2014-06-17,Gramercy,369,Manhattan
2014-06-17,Gravesend,1,Brooklyn
2014-06-17,Green-Wood Cemetery,1,Brooklyn
2014-06-17,Greenpoint,103,Brooklyn
2014-06-17,Greenwich Village North,402,Manhattan
2014-06-17,Greenwich Village South,306,Manhattan
2014-06-17,Hamilton Heights,21,Manhattan
2014-06-17,Hammels/Arverne,1,Queens
2014-06-17,Heartland Village/Todt Hill,1,Staten Island
2014-06-17,Highbridge,22,Bronx
2014-06-17,Hillcrest/Pomonok,6,Queens
2014-06-17,Homecrest,22,Brooklyn
2014-06-17,Howard Beach,3,Queens
2014-06-17,Hudson Sq,265,Manhattan
2014-06-17,Hunts Point,1,Bronx
2014-06-17,Inwood,6,Manhattan
2014-06-17,Inwood Hill Park,2,Manhattan
2014-06-17,JFK Airport,407,Queens
2014-06-17,Jackson Heights,17,Queens
2014-06-17,Jamaica,5,Queens
2014-06-17,Jamaica Estates,2,Queens
2014-06-17,Kensington,10,Brooklyn
2014-06-17,Kew Gardens,5,Queens
2014-06-17,Kew Gardens Hills,5,Queens
2014-06-17,Kips Bay,137,Manhattan
2014-06-17,LaGuardia Airport,484,Queens
2014-06-17,Lenox Hill East,201,Manhattan
2014-06-17,Lenox Hill West,323,Manhattan
2014-06-17,Lincoln Square East,336,Manhattan
2014-06-17,Lincoln Square West,182,Manhattan
2014-06-17,Little Italy/NoLiTa,449,Manhattan
2014-06-17,Long Island City/Hunters Point,83,Queens
2014-06-17,Long Island City/Queens Plaza,22,Queens
2014-06-17,Longwood,2,Bronx
2014-06-17,Lower East Side,297,Manhattan
2014-06-17,Madison,5,Brooklyn
2014-06-17,Manhattan Beach,2,Brooklyn
2014-06-17,Manhattan Valley,69,Manhattan
2014-06-17,Manhattanville,9,Manhattan
2014-06-17,Marble Hill,1,Manhattan
2014-06-17,Marine Park/Floyd Bennett Field,1,Brooklyn
2014-06-17,Marine Park/Mill Basin,5,Brooklyn
2014-06-17,Mariners Harbor,1,Staten Island
2014-06-17,Maspeth,3,Queens
2014-06-17,Meatpacking/West Village West,520,Manhattan
2014-06-17,Melrose South,1,Bronx
2014-06-17,Middle Village,4,Queens
2014-06-17,Midtown Center,1314,Manhattan
2014-06-17,Midtown East,732,Manhattan
2014-06-17,Midtown North,667,Manhattan
2014-06-17,Midtown South,592,Manhattan
2014-06-17,Midwood,13,Brooklyn
2014-06-17,Morningside Heights,41,Manhattan
2014-06-17,Morrisania/Melrose,2,Bronx
2014-06-17,Mott Haven/Port Morris,6,Bronx
2014-06-17,Mount Hope,1,Bronx
2014-06-17,Murray Hill,538,Manhattan
2014-06-17,Newark Airport,152,EWR
2014-06-17,North Corona,1,Queens
2014-06-17,Norwood,5,Bronx
2014-06-17,Ocean Hill,5,Brooklyn
2014-06-17,Ocean Parkway South,5,Brooklyn
2014-06-17,Old Astoria,13,Queens
2014-06-17,Ozone Park,2,Queens
2014-06-17,Park Slope,215,Brooklyn
2014-06-17,Parkchester,1,Bronx
2014-06-17,Pelham Bay,1,Bronx
2014-06-17,Pelham Parkway,1,Bronx
2014-06-17,Penn Station/Madison Sq West,349,Manhattan
2014-06-17,Prospect Heights,53,Brooklyn
2014-06-17,Prospect Park,16,Brooklyn
2014-06-17,Prospect-Lefferts Gardens,22,Brooklyn
2014-06-17,Queens Village,1,Queens
2014-06-17,Queensboro Hill,2,Queens
2014-06-17,Queensbridge/Ravenswood,2,Queens
2014-06-17,Randalls Island,4,Manhattan
2014-06-17,Red Hook,27,Brooklyn
2014-06-17,Rego Park,3,Queens
2014-06-17,Richmond Hill,2,Queens
2014-06-17,Ridgewood,16,Queens
2014-06-17,Riverdale/North Riverdale/Fieldston,15,Bronx
2014-06-17,Roosevelt Island,2,Manhattan
2014-06-17,Rosedale,1,Queens
2014-06-17,Saint Albans,1,Queens
2014-06-17,Schuylerville/Edgewater Park,3,Bronx
2014-06-17,Seaport,82,Manhattan
2014-06-17,Sheepshead Bay,2,Brooklyn
2014-06-17,SoHo,458,Manhattan
2014-06-17,Soundview/Castle Hill,2,Bronx
2014-06-17,South Beach/Dongan Hills,1,Staten Island
2014-06-17,South Jamaica,3,Queens
2014-06-17,South Ozone Park,3,Queens
2014-06-17,South Williamsburg,10,Brooklyn
2014-06-17,Springfield Gardens North,2,Queens
2014-06-17,Springfield Gardens South,1,Queens
2014-06-17,Spuyten Duyvil/Kingsbridge,8,Bronx
2014-06-17,Stapleton,1,Staten Island
2014-06-17,Steinway,18,Queens
2014-06-17,Stuy Town/Peter Cooper Village,79,Manhattan
2014-06-17,Stuyvesant Heights,31,Brooklyn
2014-06-17,Sunnyside,39,Queens
2014-06-17,Sunset Park East,4,Brooklyn
2014-06-17,Sunset Park West,38,Brooklyn
2014-06-17,Sutton Place/Turtle Bay North,278,Manhattan
2014-06-17,Times Sq/Theatre District,633,Manhattan
2014-06-17,TriBeCa/Civic Center,727,Manhattan
2014-06-17,Two Bridges/Seward Park,70,Manhattan
2014-06-17,UN/Turtle Bay South,237,Manhattan
2014-06-17,Union Sq,799,Manhattan
2014-06-17,Upper East Side North,390,Manhattan
2014-06-17,Upper East Side South,686,Manhattan
2014-06-17,Upper West Side North,223,Manhattan
2014-06-17,Upper West Side South,305,Manhattan
2014-06-17,Van Cortlandt Village,3,Bronx
2014-06-17,Van Nest/Morris Park,5,Bronx
2014-06-17,Washington Heights North,10,Manhattan
2014-06-17,Washington Heights South,30,Manhattan
2014-06-17,West Chelsea/Hudson Yards,443,Manhattan
2014-06-17,West Concourse,43,Bronx
2014-06-17,West Farms/Bronx River,1,Bronx
2014-06-17,West Village,427,Manhattan
2014-06-17,Westchester Village/Unionport,3,Bronx
2014-06-17,Whitestone,7,Queens
2014-06-17,Willets Point,2,Queens
2014-06-17,Williamsbridge/Olinville,1,Bronx
2014-06-17,Williamsburg (North Side),176,Brooklyn
2014-06-17,Williamsburg (South Side),115,Brooklyn
2014-06-17,Windsor Terrace,26,Brooklyn
2014-06-17,Woodhaven,5,Queens
2014-06-17,Woodlawn/Wakefield,1,Bronx
2014-06-17,Woodside,7,Queens
2014-06-17,World Trade Center,106,Manhattan
2014-06-17,Yorkville East,182,Manhattan
2014-06-17,Yorkville West,175,Manhattan
2014-06-18,Allerton/Pelham Gardens,3,Bronx
2014-06-18,Alphabet City,129,Manhattan
2014-06-18,Arrochar/Fort Wadsworth,1,Staten Island
2014-06-18,Astoria,52,Queens
2014-06-18,Astoria Park,1,Queens
2014-06-18,Baisley Park,6,Queens
2014-06-18,Bath Beach,2,Brooklyn
2014-06-18,Battery Park,7,Manhattan
2014-06-18,Battery Park City,274,Manhattan
2014-06-18,Bay Ridge,26,Brooklyn
2014-06-18,Bay Terrace/Fort Totten,3,Queens
2014-06-18,Bayside,6,Queens
2014-06-18,Bedford,75,Brooklyn
2014-06-18,Bedford Park,3,Bronx
2014-06-18,Bellerose,2,Queens
2014-06-18,Belmont,5,Bronx
2014-06-18,Bensonhurst East,6,Brooklyn
2014-06-18,Bensonhurst West,7,Brooklyn
2014-06-18,Bloomingdale,23,Manhattan
2014-06-18,Boerum Hill,100,Brooklyn
2014-06-18,Borough Park,13,Brooklyn
2014-06-18,Breezy Point/Fort Tilden/Riis Beach,1,Queens
2014-06-18,Briarwood/Jamaica Hills,2,Queens
2014-06-18,Brighton Beach,3,Brooklyn
2014-06-18,Bronx Park,3,Bronx
2014-06-18,Bronxdale,2,Bronx
2014-06-18,Brooklyn Heights,107,Brooklyn
2014-06-18,Brooklyn Navy Yard,16,Brooklyn
2014-06-18,Brownsville,3,Brooklyn
2014-06-18,Bushwick North,42,Brooklyn
2014-06-18,Bushwick South,60,Brooklyn
2014-06-18,Cambria Heights,2,Queens
2014-06-18,Canarsie,6,Brooklyn
2014-06-18,Carroll Gardens,61,Brooklyn
2014-06-18,Central Harlem,49,Manhattan
2014-06-18,Central Harlem North,30,Manhattan
2014-06-18,Central Park,158,Manhattan
2014-06-18,Chinatown,49,Manhattan
2014-06-18,City Island,1,Bronx
2014-06-18,Claremont/Bathgate,2,Bronx
2014-06-18,Clinton East,478,Manhattan
2014-06-18,Clinton Hill,81,Brooklyn
2014-06-18,Clinton West,214,Manhattan
2014-06-18,Co-Op City,2,Bronx
2014-06-18,Cobble Hill,45,Brooklyn
2014-06-18,College Point,5,Queens
2014-06-18,Columbia Street,20,Brooklyn
2014-06-18,Coney Island,9,Brooklyn
2014-06-18,Corona,2,Queens
2014-06-18,Crotona Park East,1,Bronx
2014-06-18,Crown Heights North,79,Brooklyn
2014-06-18,Crown Heights South,19,Brooklyn
2014-06-18,Cypress Hills,1,Brooklyn
2014-06-18,DUMBO/Vinegar Hill,107,Brooklyn
2014-06-18,Douglaston,1,Queens
2014-06-18,Downtown Brooklyn/MetroTech,71,Brooklyn
2014-06-18,Dyker Heights,6,Brooklyn
2014-06-18,East Chelsea,578,Manhattan
2014-06-18,East Concourse/Concourse Village,2,Bronx
2014-06-18,East Elmhurst,22,Queens
2014-06-18,East Flatbush/Farragut,5,Brooklyn
2014-06-18,East Flatbush/Remsen Village,7,Brooklyn
2014-06-18,East Flushing,2,Queens
2014-06-18,East Harlem North,34,Manhattan
2014-06-18,East Harlem South,67,Manhattan
2014-06-18,East New York,3,Brooklyn
2014-06-18,East New York/Pennsylvania Avenue,3,Brooklyn
2014-06-18,East Tremont,2,Bronx
2014-06-18,East Village,550,Manhattan
2014-06-18,East Williamsburg,80,Brooklyn
2014-06-18,Eastchester,2,Bronx
2014-06-18,Elmhurst,9,Queens
2014-06-18,Elmhurst/Maspeth,3,Queens
2014-06-18,Erasmus,5,Brooklyn
2014-06-18,Far Rockaway,1,Queens
2014-06-18,Financial District North,300,Manhattan
2014-06-18,Financial District South,129,Manhattan
2014-06-18,Flatbush/Ditmas Park,30,Brooklyn
2014-06-18,Flatiron,423,Manhattan
2014-06-18,Flatlands,7,Brooklyn
2014-06-18,Flushing,7,Queens
2014-06-18,Flushing Meadows-Corona Park,3,Queens
2014-06-18,Fordham South,1,Bronx
2014-06-18,Forest Hills,20,Queens
2014-06-18,Fort Greene,100,Brooklyn
2014-06-18,Fresh Meadows,7,Queens
2014-06-18,Garment District,413,Manhattan
2014-06-18,Glendale,3,Queens
2014-06-18,Gowanus,48,Brooklyn
2014-06-18,Gramercy,352,Manhattan
2014-06-18,Gravesend,3,Brooklyn
2014-06-18,Greenpoint,112,Brooklyn
2014-06-18,Greenwich Village North,458,Manhattan
2014-06-18,Greenwich Village South,341,Manhattan
2014-06-18,Grymes Hill/Clifton,1,Staten Island
2014-06-18,Hamilton Heights,21,Manhattan
2014-06-18,Highbridge,24,Bronx
2014-06-18,Hillcrest/Pomonok,6,Queens
2014-06-18,Homecrest,13,Brooklyn
2014-06-18,Howard Beach,5,Queens
2014-06-18,Hudson Sq,324,Manhattan
2014-06-18,Hunts Point,3,Bronx
2014-06-18,Inwood,7,Manhattan
2014-06-18,JFK Airport,488,Queens
2014-06-18,Jackson Heights,15,Queens
2014-06-18,Jamaica,6,Queens
2014-06-18,Jamaica Estates,2,Queens
2014-06-18,Kensington,12,Brooklyn
2014-06-18,Kew Gardens,9,Queens
2014-06-18,Kew Gardens Hills,2,Queens
2014-06-18,Kips Bay,173,Manhattan
2014-06-18,LaGuardia Airport,530,Queens
2014-06-18,Laurelton,4,Queens
2014-06-18,Lenox Hill East,181,Manhattan
2014-06-18,Lenox Hill West,332,Manhattan
2014-06-18,Lincoln Square East,356,Manhattan
2014-06-18,Lincoln Square West,185,Manhattan
2014-06-18,Little Italy/NoLiTa,512,Manhattan
2014-06-18,Long Island City/Hunters Point,83,Queens
2014-06-18,Long Island City/Queens Plaza,21,Queens
2014-06-18,Longwood,1,Bronx
2014-06-18,Lower East Side,307,Manhattan
2014-06-18,Madison,3,Brooklyn
2014-06-18,Manhattan Beach,2,Brooklyn
2014-06-18,Manhattan Valley,57,Manhattan
2014-06-18,Manhattanville,10,Manhattan
2014-06-18,Marble Hill,2,Manhattan
2014-06-18,Marine Park/Floyd Bennett Field,1,Brooklyn
2014-06-18,Marine Park/Mill Basin,5,Brooklyn
2014-06-18,Maspeth,14,Queens
2014-06-18,Meatpacking/West Village West,511,Manhattan
2014-06-18,Melrose South,2,Bronx
2014-06-18,Middle Village,7,Queens
2014-06-18,Midtown Center,1525,Manhattan
2014-06-18,Midtown East,822,Manhattan
2014-06-18,Midtown North,708,Manhattan
2014-06-18,Midtown South,662,Manhattan
2014-06-18,Midwood,11,Brooklyn
2014-06-18,Morningside Heights,33,Manhattan
2014-06-18,Morrisania/Melrose,1,Bronx
2014-06-18,Mott Haven/Port Morris,7,Bronx
2014-06-18,Murray Hill,666,Manhattan
2014-06-18,Murray Hill-Queens,2,Queens
2014-06-18,Newark Airport,174,EWR
2014-06-18,North Corona,1,Queens
2014-06-18,Norwood,3,Bronx
2014-06-18,Oakland Gardens,1,Queens
2014-06-18,Ocean Hill,9,Brooklyn
2014-06-18,Ocean Parkway South,8,Brooklyn
2014-06-18,Old Astoria,16,Queens
2014-06-18,Ozone Park,4,Queens
2014-06-18,Park Slope,237,Brooklyn
2014-06-18,Pelham Bay,2,Bronx
2014-06-18,Pelham Parkway,7,Bronx
2014-06-18,Penn Station/Madison Sq West,430,Manhattan
2014-06-18,Prospect Heights,61,Brooklyn
2014-06-18,Prospect Park,22,Brooklyn
2014-06-18,Prospect-Lefferts Gardens,27,Brooklyn
2014-06-18,Queens Village,3,Queens
2014-06-18,Queensboro Hill,2,Queens
2014-06-18,Queensbridge/Ravenswood,4,Queens
2014-06-18,Randalls Island,1,Manhattan
2014-06-18,Red Hook,29,Brooklyn
2014-06-18,Rego Park,6,Queens
2014-06-18,Richmond Hill,2,Queens
2014-06-18,Ridgewood,11,Queens
2014-06-18,Riverdale/North Riverdale/Fieldston,13,Bronx
2014-06-18,Roosevelt Island,3,Manhattan
2014-06-18,Rosedale,4,Queens
2014-06-18,Saint Albans,1,Queens
2014-06-18,Saint Michaels Cemetery/Woodside,2,Queens
2014-06-18,Schuylerville/Edgewater Park,3,Bronx
2014-06-18,Seaport,105,Manhattan
2014-06-18,Sheepshead Bay,3,Brooklyn
2014-06-18,SoHo,534,Manhattan
2014-06-18,Soundview/Castle Hill,3,Bronx
2014-06-18,South Jamaica,1,Queens
2014-06-18,South Ozone Park,3,Queens
2014-06-18,South Williamsburg,9,Brooklyn
2014-06-18,Springfield Gardens North,2,Queens
2014-06-18,Springfield Gardens South,3,Queens
2014-06-18,Spuyten Duyvil/Kingsbridge,13,Bronx
2014-06-18,Starrett City,1,Brooklyn
2014-06-18,Steinway,20,Queens
2014-06-18,Stuy Town/Peter Cooper Village,93,Manhattan
2014-06-18,Stuyvesant Heights,44,Brooklyn
2014-06-18,Sunnyside,31,Queens
2014-06-18,Sunset Park East,12,Brooklyn
2014-06-18,Sunset Park West,38,Brooklyn
2014-06-18,Sutton Place/Turtle Bay North,317,Manhattan
2014-06-18,Times Sq/Theatre District,756,Manhattan
2014-06-18,TriBeCa/Civic Center,839,Manhattan
2014-06-18,Two Bridges/Seward Park,91,Manhattan
2014-06-18,UN/Turtle Bay South,264,Manhattan
2014-06-18,Union Sq,903,Manhattan
2014-06-18,Upper East Side North,450,Manhattan
2014-06-18,Upper East Side South,709,Manhattan
2014-06-18,Upper West Side North,226,Manhattan
2014-06-18,Upper West Side South,323,Manhattan
2014-06-18,Van Cortlandt Park,1,Bronx
2014-06-18,Van Cortlandt Village,2,Bronx
2014-06-18,Van Nest/Morris Park,2,Bronx
2014-06-18,Washington Heights North,22,Manhattan
2014-06-18,Washington Heights South,32,Manhattan
2014-06-18,West Brighton,1,Staten Island
2014-06-18,West Chelsea/Hudson Yards,466,Manhattan
2014-06-18,West Concourse,43,Bronx
2014-06-18,West Village,540,Manhattan
2014-06-18,Westchester Village/Unionport,1,Bronx
2014-06-18,Whitestone,2,Queens
2014-06-18,Williamsbridge/Olinville,6,Bronx
2014-06-18,Williamsburg (North Side),231,Brooklyn
2014-06-18,Williamsburg (South Side),140,Brooklyn
2014-06-18,Windsor Terrace,34,Brooklyn
2014-06-18,Woodhaven,3,Queens
2014-06-18,Woodside,9,Queens
2014-06-18,World Trade Center,126,Manhattan
2014-06-18,Yorkville East,213,Manhattan
2014-06-18,Yorkville West,209,Manhattan
2014-06-19,Allerton/Pelham Gardens,2,Bronx
2014-06-19,Alphabet City,168,Manhattan
2014-06-19,Arrochar/Fort Wadsworth,1,Staten Island
2014-06-19,Astoria,54,Queens
2014-06-19,Astoria Park,2,Queens
2014-06-19,Auburndale,1,Queens
2014-06-19,Baisley Park,7,Queens
2014-06-19,Bath Beach,1,Brooklyn
