,org_id,org_lat,org_long,des_id,des_lat,des_long,dist_bike_mi,dur_bike_mins,dist_drive_2pm_mi,dur_drive_2pm_mins,dist_drive_2pm_sat_mi,dur_drive_2pm_sat_mins,dist_drive_6pm_mi,dur_drive_6pm_mins,dist_drive_9am_mi,dur_drive_9am_mins,dist_transit_2pm_mi,dur_transit_2pm_mins,dist_transit_2pm_sat_mi,dur_transit_2pm_sat_mins,dist_transit_6pm_mi,dur_transit_6pm_mins,dist_transit_9am_mi,dur_transit_9am_mins
74,458.0,40.751396,-74.005226,489.0,40.750664,-74.001768,0.3,2.0,0.3,3.0,0.3,3.0,0.3,3.0,0.3,3.0,0.2,5.0,0.2,5.0,0.2,5.0,0.2,5.0
75,458.0,40.751396,-74.005226,263.0,40.71729,-73.996375,3.8,23.0,2.9,19.0,2.9,21.0,2.9,18.0,2.9,19.0,4.5,37.0,4.5,38.0,4.5,35.0,4.5,35.0
76,458.0,40.751396,-74.005226,2006.0,40.765909,-73.976342,2.6,16.0,2.6,18.0,2.6,18.0,2.8,15.0,2.8,18.0,2.7,29.0,2.9,30.0,2.7,31.0,2.9,30.0
77,458.0,40.751396,-74.005226,402.0,40.740343,-73.989551,1.3,10.0,1.3,10.0,1.3,11.0,1.3,9.0,1.3,12.0,2.5,27.0,1.4,16.0,2.5,26.0,1.4,15.0
78,458.0,40.751396,-74.005226,345.0,40.736494,-73.997044,1.9,13.0,1.9,13.0,1.9,14.0,1.9,13.0,1.9,15.0,2.2,24.0,1.7,23.0,1.7,23.0,1.7,23.0
79,458.0,40.751396,-74.005226,267.0,40.750977,-73.987654,1.4,9.0,1.5,13.0,1.5,12.0,1.5,13.0,1.4,14.0,1.8,18.0,1.8,18.0,1.8,19.0,1.8,18.0
80,356.0,40.716226,-73.982612,405.0,40.739323,-74.008119,2.9,19.0,5.6,20.0,5.6,21.0,2.9,24.0,5.6,23.0,3.0,30.0,3.1,30.0,3.1,30.0,3.0,30.0
81,356.0,40.716226,-73.982612,223.0,40.737815,-73.999947,2.5,17.0,2.6,20.0,2.6,21.0,2.6,20.0,2.6,20.0,2.6,21.0,2.6,21.0,2.6,21.0,2.6,21.0
82,356.0,40.716226,-73.982612,410.0,40.720664,-73.98518,0.8,5.0,0.8,6.0,0.8,7.0,0.8,7.0,0.8,7.0,0.5,9.0,0.5,9.0,0.5,9.0,0.5,9.0
83,356.0,40.716226,-73.982612,320.0,40.717571,-74.005549,1.6,11.0,1.4,14.0,1.4,14.0,1.4,14.0,1.4,15.0,1.6,20.0,1.6,20.0,1.6,20.0,1.6,20.0
84,356.0,40.716226,-73.982612,489.0,40.750664,-74.001768,4.1,24.0,6.2,22.0,6.2,22.0,6.2,25.0,6.2,25.0,3.7,36.0,3.7,42.0,3.7,37.0,3.7,38.0
85,356.0,40.716226,-73.982612,263.0,40.71729,-73.996375,0.9,8.0,1.0,12.0,1.0,13.0,1.0,13.0,1.0,11.0,1.5,18.0,0.9,19.0,1.5,18.0,0.9,19.0
86,356.0,40.716226,-73.982612,2006.0,40.765909,-73.976342,4.8,30.0,5.6,26.0,5.6,26.0,5.6,25.0,5.6,25.0,4.5,26.0,4.5,26.0,4.5,29.0,4.5,28.0
